Sat, 13.8.;Obscure;02:00;02:00;NEKROGOBLIKON;Melodic Death Metal;US;2006
Tue,  9.8.;Bastion;19:40;19:40;MůRA;Death / Doom Metal;CZ;2020
Wed, 10.8.;Bastion;19:45;19:45;IMPERIAL TRIUMPHANT;Avant-Garde Black / Dissonant Death Metal;US;2005
Thu, 11.8.;Bastion;19:45;19:45;SHAAM LAREIN;Psych Rock / Occult;SE;
Fri, 12.8.;Bastion;19:45;19:45;SOMNIATE;Black Metal;CZ;2017
Sat, 13.8.;Bastion;19:45;19:45;INSANIA;Alternative Metal / Crossover;CZ;1987
Tue,  9.8.;Bastion;20:45;20:45;SPIRITWORLD;Hardcore / Thrash Metal;US;
Wed, 10.8.;Bastion;21:00;21:00;VULTURE INDUSTRIES;Progressive Rock / Experimental Metal;NO;2003
Thu, 11.8.;Bastion;21:00;21:00;UADA;Black Metal;US;2014
Fri, 12.8.;Bastion;21:00;21:00;OTTONE PESANTE;Brass Metal / Avant-Garde;IT;
Sat, 13.8.;Bastion;21:00;21:00;GAEREA;Black Metal;OT;2016
Tue,  9.8.;Bastion;22:00;22:00;VOICES;Progressive Black Metal;UK;2011
Wed, 10.8.;Bastion;22:30;22:30;HANGMAN'S CHAIR;Melancholic Rock / Doom;FR;2005
Thu, 11.8.;Bastion;22:30;22:30;DRACONIS INFERNUM;Black Metal;SG;2005
Fri, 12.8.;Bastion;23:00;23:00;SLAGMAUR;Avant-Garde Black Metal;NO;1997
Sat, 13.8.;Bastion;22:30;22:30;AHAB;Doom Metal;DE;2004
Tue,  9.8.;KAL;21:00;21:00;ABATTOIR;Dark Ambient;US;1982
Wed, 10.8.;KAL;19:30;19:30;BOLEHLAV;Electro / Industrial;CZ;
Thu, 11.8.;KAL;20:15;20:15;JUGENDWERKHOF;Industrial / Noise / Power Electronics;DE;2017
Fri, 12.8.;KAL;19:00;19:00;Z;Black Noise / Drone;MX;1986
Sat, 13.8.;KAL;19:30;19:30;TENSION CONTROL;EBM;DE;2016
Tue,  9.8.;KAL;22:40;22:40;HLUKOVá SEKCE;Noise / Harsh Noise;CZ;2009?
Wed, 10.8.;KAL;21:15;21:15;GOLEM MECANIQUE;Drone / Dark Ambient / Experimental;FR;
Thu, 11.8.;KAL;21:30;21:30;IAMNøT;Techno / Breakbeat / Ebm;SK;
Fri, 12.8.;KAL;21:15;21:15;BLIND RULER CURSED LAND;Martial Industrial / Drone Ambient;CZ;
Sat, 13.8.;KAL;22:00;22:00;TREPANERINGSRITUALEN;Dark Ambient / Blackened Drone;SE;2008
Tue,  9.8.;KAL;23:20;23:20;NIGHTCALL;Synthwave;SK;
Wed, 10.8.;KAL;23:45;23:45;MOAAN EXIS;Digital Hardcore / Industrial;FR;
Thu, 11.8.;KAL;23:00;23:00;KHOST;Drone / Doom / Industrial Metal;UK;
Fri, 12.8.;KAL;22:50;22:50;NEW RISEN THRONE;Dark Ambient;IT;
Sat, 13.8.;KAL;23:20;23:20;ERGOT;Acid Tekk;SK;
Wed, 10.8.;KAL;01:20;01:20;IGRA / CYBERSHEEP;Hardcore / Tekno;CZ;
Thu, 11.8.;KAL;00:30;00:30;BEESU;Drum 'N' Bass;CZ;
Fri, 12.8.;KAL;00:10;00:10;HAVOCKNOIZE;Techno / Industrial / Doomcore;SK;
Sat, 13.8.;KAL;00:30;00:30;PYTHIUS;Drum 'N' Bass;NL;
Thu, 11.8.;KAL;01:50;01:50;IGRA / CYBERSHEEP;Hardcore / Tekno;CZ;
Fri, 12.8.;KAL;01:30;01:30;IGRA / CYBERSHEEP;Hardcore / Tekno;CZ;
Sat, 13.8.;KAL;02:00;02:00;IGRA / CYBERSHEEP;Hardcore / Tekno;CZ;
